UnixTimeStamp,Date(UTC),Gas Fee USD,volatility
1443052800,9/24/2015,4.3952743869930005e-08,5.0116700520299835
1443139200,9/25/2015,3.8702146087100006e-08,4.964135636221495
1443225600,9/26/2015,4.3146213287580014e-08,4.983176900915436
1443312000,9/27/2015,3.673870552944e-08,4.503598484845159
1443398400,9/28/2015,3.108336021538e-08,4.058375958061801
1443484800,9/29/2015,3.769725646480001e-08,4.109605891956811
1443571200,9/30/2015,3.705226060248e-08,4.0931995085707245
1443657600,10/1/2015,3.5002775119920003e-08,4.094667601229464
1443744000,10/2/2015,3.5746045755960004e-08,4.097088370425158
1443830400,10/3/2015,3.622677911463e-08,4.090887466378235
1443916800,10/4/2015,3.399128158365e-08,4.078719321324474
1444003200,10/5/2015,3.196797561909e-08,4.078882326620195
1444089600,10/6/2015,3.3907826148900014e-08,4.089559800700121
1444176000,10/7/2015,3.122060170165e-08,4.0908454119515385
1444262400,10/8/2015,3.5322559481220004e-08,4.0573104530743205
1444348800,10/9/2015,4.027567193520001e-08,4.041417590557284
1444435200,10/10/2015,4.0882780877400004e-08,4.042647974201712
1444521600,10/11/2015,3.5480576450970005e-08,4.039686265140422
1444608000,10/12/2015,3.235673869722e-08,3.99614997502405
1444694400,10/13/2015,3.19317750936e-08,3.8968606192178044
1444780800,10/14/2015,2.956797910365e-08,3.901096771089101
1444867200,10/15/2015,3.070096287608e-08,3.894763193505331
1444953600,10/16/2015,2.8304621505610003e-08,2.9272251640231453
1445040000,10/17/2015,2.949075398665001e-08,1.6932492064354983
1445126400,10/18/2015,2.7043427898240003e-08,1.7080281201855236
1445212800,10/19/2015,2.570384168289e-08,1.7113218394541043
1445299200,10/20/2015,2.365772486792e-08,1.6872431662619982
1445385600,10/21/2015,2.3579069498600003e-08,1.678121458032204
1445472000,10/22/2015,3.3779825438390004e-08,2.1420970654572034
1445558400,10/23/2015,2.6627778841560003e-08,2.2828589626147244
1445644800,10/24/2015,2.89272254709e-08,2.3051212098022162
1445731200,10/25/2015,3.3562970785500005e-08,2.33513590338821
1445817600,10/26/2015,4.03936386458e-08,2.396405977853075
1445904000,10/27/2015,4.656742648677e-08,2.3770407093790156
1445990400,10/28/2015,5.5335878268860004e-08,2.3573862760956548
1446076800,10/29/2015,6.074297123848e-08,2.2896135266180977
1446163200,10/30/2015,5.6178427448e-08,2.310453872714455
1446249600,10/31/2015,4.7840331790430004e-08,2.3778247255530243
1446336000,11/1/2015,5.3288642908200015e-08,2.401868441758981
1446422400,11/2/2015,5.103615715584e-08,2.409939084016778
1446508800,11/3/2015,5.157853657200001e-08,2.39467727494976
1446595200,11/4/2015,4.545152863494e-08,2.430915866878547
1446681600,11/5/2015,4.7161377146e-08,2.4267516774340603
1446768000,11/6/2015,4.8010025671960014e-08,2.4031848197966235
1446854400,11/7/2015,4.7788823944760014e-08,2.3713146935814287
1446940800,11/8/2015,5.3462610773760007e-08,2.359977064853301
1447027200,11/9/2015,5.191827405200001e-08,2.3637232614096173
1447113600,11/10/2015,4.8058302117200014e-08,2.322678863880732
1447200000,11/11/2015,4.0997465968680007e-08,2.3708360231929064
1447286400,11/12/2015,5.255524657116e-08,2.512832416187386
1447372800,11/13/2015,4.586568659569e-08,2.54881790255127
1447459200,11/14/2015,4.5582650721650015e-08,2.5484282670802383
1447545600,11/15/2015,4.638401894250001e-08,2.5255423750585124
1447632000,11/16/2015,5.336195611292e-08,2.5610857081986262
1447718400,11/17/2015,5.6303859554000004e-08,2.5343393293604466
1447804800,11/18/2015,5.2980733107720006e-08,2.5383263875712774
1447891200,11/19/2015,5.14135736628e-08,2.5168531272940013
1447977600,11/20/2015,5.0577953120040013e-08,2.519170836831502
1448064000,11/21/2015,5.24184428751e-08,2.2133597330235326
1448150400,11/22/2015,5.164163686368e-08,2.021462751957853
1448236800,11/23/2015,5.2291969488500004e-08,2.009711426151266
1448323200,11/24/2015,5.2818907386700006e-08,1.9552307290380646
1448409600,11/25/2015,4.664274337116e-08,1.9139518779625344
1448496000,11/26/2015,4.7507993532560007e-08,1.849694487008654
1448582400,11/27/2015,4.6507202973540004e-08,1.7435486294289004
1448668800,11/28/2015,4.942454150543e-08,1.7239456477688095
1448755200,11/29/2015,4.638943305453e-08,1.7170301772676213
1448841600,11/30/2015,4.8575335137120004e-08,1.632566097462086
1448928000,12/1/2015,4.770901426497e-08,1.586790439268619
1449014400,12/2/2015,4.447874145292e-08,1.597964137526046
1449100800,12/3/2015,4.39231852861e-08,1.5972402285277594
1449187200,12/4/2015,4.52929810998e-08,1.5403223550008753
1449273600,12/5/2015,4.626572892965001e-08,1.5365424496171334
1449360000,12/6/2015,4.528004238492e-08,1.5367214139139154
1449446400,12/7/2015,4.3191108747200004e-08,1.5448193681825642
1449532800,12/8/2015,4.460719833848e-08,1.4938813731888831
1449619200,12/9/2015,4.323979342986e-08,1.4942522052342821
1449705600,12/10/2015,4.614813008232e-08,1.491424743393164
1449792000,12/11/2015,5.295817631559002e-08,1.455403014518776
1449878400,12/12/2015,5.770185590054e-08,1.207616833099033
1449964800,12/13/2015,5.443358316096e-08,1.1221342064200526
1450051200,12/14/2015,5.283887438313e-08,1.128264783128109
1450137600,12/15/2015,6.327683386358002e-08,1.283306569278755
1450224000,12/16/2015,5.348600871669e-08,1.3400734195882882
1450310400,12/17/2015,5.177640439098e-08,1.3303705297749513
1450396800,12/18/2015,5.0081530808400007e-08,1.3186611416503782
1450483200,12/19/2015,4.85025424929e-08,1.3192197099770717
1450569600,12/20/2015,4.800840959430001e-08,1.3185467635054537
1450656000,12/21/2015,4.7584896840250006e-08,1.3117500940084539
1450742400,12/22/2015,4.665559534830001e-08,1.3123946869610479
1450828800,12/23/2015,4.7314191353050003e-08,1.312634285728847
1450915200,12/24/2015,4.4873468379e-08,1.3229126356468695
1451001600,12/25/2015,4.6589189674230006e-08,1.2587063673080643
1451088000,12/26/2015,4.5624562061950004e-08,1.2589333082235195
1451174400,12/27/2015,5.6819314778e-08,1.4727823830809086
1451260800,12/28/2015,4.461082962924e-08,1.6945233306199323
1451347200,12/29/2015,4.674423164691e-08,1.688995058533133
1451433600,12/30/2015,5.104510602480001e-08,1.709538661199158
1451520000,12/31/2015,5.3624892825330015e-08,1.7159082324068753
1451606400,1/1/2016,5.091523581549001e-08,1.707156808350418
1451692800,1/2/2016,4.9590811455540016e-08,1.709568097336601
1451779200,1/3/2016,5.1742071159940004e-08,1.7123653620737678
1451865600,1/4/2016,5.133616346760001e-08,1.7117797780327095
1451952000,1/5/2016,5.4224600183550004e-08,1.718420694830472
1452038400,1/6/2016,5.157550696128e-08,1.7195629214781383
1452124800,1/7/2016,5.060986070195e-08,1.718956545830167
1452211200,1/8/2016,5.326251236955e-08,1.7216018429186424
1452297600,1/9/2016,5.2744248216e-08,1.7095405332366105
1452384000,1/10/2016,5.2573684396860006e-08,1.640628864893606
1452470400,1/11/2016,5.663734520745e-08,1.6336099242766748
1452556800,1/12/2016,6.706731966696001e-08,1.72260120975981
1452643200,1/13/2016,6.582939115584e-08,1.7200580046389045
1452729600,1/14/2016,6.409041330916e-08,1.605863398887891
1452816000,1/15/2016,7.022631154046e-08,1.5156893751046618
1452902400,1/16/2016,6.728365968572001e-08,1.5196733820293264
1452988800,1/17/2016,7.005581526194002e-08,1.515755488157098
1453075200,1/18/2016,7.930047429213e-08,1.5568665532227515
1453161600,1/19/2016,7.366130610366001e-08,1.5860371913581057
1453248000,1/20/2016,8.525407331997002e-08,1.6485231996618013
1453334400,1/21/2016,9.338449714286e-08,1.6606607244089544
1453420800,1/22/2016,8.541677855904e-08,1.706179346975531
1453507200,1/23/2016,1.1267364614961e-07,1.9057665347376402
1453593600,1/24/2016,1.2379795797390002e-07,1.9185178548250208
1453680000,1/25/2016,1.4188105245750002e-07,1.9416031483738927
1453766400,1/26/2016,1.35597327655e-07,1.847225705931946
1453852800,1/27/2016,1.4202265192742e-07,1.567656955237505
1453939200,1/28/2016,1.432596668964e-07,1.5707914836402996
1454025600,1/29/2016,1.4341582521247005e-07,1.5647403940835103
1454112000,1/30/2016,1.6329297635343005e-07,1.5991785265469498
1454198400,1/31/2016,1.4639894898860006e-07,1.6510183117391182
1454284800,2/1/2016,1.4358911124950002e-07,1.6479203788840366
1454371200,2/2/2016,1.6112083847545002e-07,1.6711884054234187
1454457600,2/3/2016,1.6227106880116004e-07,1.6668372253668025
1454544000,2/4/2016,1.8866117889939e-07,1.711694878304367
1454630400,2/5/2016,1.7544636191758005e-07,1.7285995871673567
1454716800,2/6/2016,3.3374947676961e-07,2.7063614145975863
1454803200,2/7/2016,2.450230383900001e-07,3.0015246041684907
1454889600,2/8/2016,2.5426851131636004e-07,2.9940512864698015
1454976000,2/9/2016,4.6815818248416e-07,3.5617438052385153
1455062400,2/10/2016,6.1516486602735e-07,3.6295839355938284
1455148800,2/11/2016,4.2380094531566e-07,3.939906109281895
1455235200,2/12/2016,3.309547416294e-07,4.076749529295082
1455321600,2/13/2016,3.0134665756368e-07,4.100031092004658
1455408000,2/14/2016,2.780936111876001e-07,4.122728865858596
1455494400,2/15/2016,2.9643553390032e-07,4.110622296372072
1455580800,2/16/2016,2.3721201932775e-07,4.219049930981556
1455667200,2/17/2016,2.1076326045542e-07,4.243364182698581
1455753600,2/18/2016,2.3768091390008002e-07,4.236107911273013
1455840000,2/19/2016,2.430065862624e-07,4.218691025916532
1455926400,2/20/2016,2.3501090241980006e-07,4.2201855782468
1456012800,2/21/2016,2.5120134930131e-07,4.199391261209766
1456099200,2/22/2016,3.336366912424e-07,4.204400181679815
1456185600,2/23/2016,3.477961437297e-07,4.199272352453704
1456272000,2/24/2016,3.624449292443701e-07,4.183297242977599
1456358400,2/25/2016,3.407625250164001e-07,4.187460529347705
1456444800,2/26/2016,3.2924345468373e-07,4.19313577984911
1456531200,2/27/2016,3.4142311791825e-07,4.1926386239128846
1456617600,2/28/2016,3.514716567895e-07,4.191434479883685
1456704000,2/29/2016,3.7094472560970003e-07,4.176999857101892
1456790400,3/1/2016,4.5305418766344e-07,4.1889732403358835
1456876800,3/2/2016,5.85705731643e-07,4.251943684650431
1456963200,3/3/2016,5.287045930617e-07,4.275599337648459
1457049600,3/4/2016,5.3411595770316e-07,4.275319106832713
1457136000,3/5/2016,5.223890339470001e-07,4.261344674926343
1457222400,3/6/2016,5.189232066832801e-07,4.246768982252445
1457308800,3/7/2016,4.79188016613e-07,3.6535898882608713
1457395200,3/8/2016,5.295331594248801e-07,3.475344676313155
1457481600,3/9/2016,4.399351075581001e-07,3.551942866486251
1457568000,3/10/2016,3.3557125115217e-07,2.988160844557327
1457654400,3/11/2016,3.266510928075001e-07,2.8067839908107506
1457740800,3/12/2016,3.8686570782075e-07,2.5797894214642882
1457827200,3/13/2016,4.623144057300001e-07,2.4983655791485484
1457913600,3/14/2016,3.563749376625e-07,2.6493198659536623
1458000000,3/15/2016,3.4481867773584e-07,2.635110328812021
1458086400,3/16/2016,3.297694229921601e-07,2.6329001957190887
1458172800,3/17/2016,3.0867751350860005e-07,2.5174627151465456
1458259200,3/18/2016,2.827562016600001e-07,2.5002833711791825
1458345600,3/19/2016,3.0939724418165004e-07,2.4856960046863037
1458432000,3/20/2016,2.6815344182272005e-07,2.5407134378093272
1458518400,3/21/2016,3.1359854571255e-07,2.5920586596934903
1458604800,3/22/2016,2.577453631372001e-07,2.6798788035269063
1458691200,3/23/2016,3.0129756575439e-07,2.5437673477437914
1458777600,3/24/2016,2.7621359979486005e-07,2.55464073057932
1458864000,3/25/2016,3.0065968021789e-07,2.569612656582663
1458950400,3/26/2016,2.76100550693e-07,2.577302340483179
1459036800,3/27/2016,2.45343267939e-07,2.604889503217024
1459123200,3/28/2016,2.697429289659e-07,2.625829485713651
1459209600,3/29/2016,2.9030340953691e-07,2.6382315647492036
1459296000,3/30/2016,3.487600158372001e-07,2.7131198182295986
1459382400,3/31/2016,2.7319798037427005e-07,2.7390726427151204
1459468800,4/1/2016,2.6853357163467e-07,2.5550724987716316
1459555200,4/2/2016,2.6633034272709e-07,2.5407072382103233
1459641600,4/3/2016,2.6292724010046e-07,2.5382058546382047
1459728000,4/4/2016,2.560915005849e-07,2.538217724522018
1459814400,4/5/2016,2.3746346882668006e-07,2.5437363005251528
1459900800,4/6/2016,2.5652381392482e-07,2.5609219181448823
1459987200,4/7/2016,2.3103362738736002e-07,2.5388489743174874
1460073600,4/8/2016,2.3048285915574e-07,2.4752062099018666
1460160000,4/9/2016,2.1411224600020006e-07,2.315740475214569
1460246400,4/10/2016,2.0836930978160006e-07,2.3157566738463986
1460332800,4/11/2016,2.0631044395504002e-07,2.218711285143257
1460419200,4/12/2016,1.7387026582562002e-07,2.1577972650751502
1460505600,4/13/2016,2.0248022877036e-07,2.088720878190455
1460592000,4/14/2016,2.1843145896720006e-07,2.113786595432243
1460678400,4/15/2016,1.8781347283920002e-07,2.164390645832611
1460764800,4/16/2016,1.9477979031808002e-07,2.1657125377832798
1460851200,4/17/2016,2.1893211796050002e-07,2.197029280032529
1460937600,4/18/2016,2.0241493211888e-07,2.1804279586607516
1461024000,4/19/2016,2.0102521367737e-07,2.130246659356633
1461110400,4/20/2016,1.9850838614362e-07,2.044155313377528
1461196800,4/21/2016,2.0059775086464006e-07,1.938325898433045
1461283200,4/22/2016,1.8140792831919006e-07,1.8697441449489307
1461369600,4/23/2016,1.9386210289041005e-07,1.8739645418448692
1461456000,4/24/2016,1.83186449488e-07,1.8469421116445088
1461542400,4/25/2016,1.7010483657778e-07,1.8421355913783597
1461628800,4/26/2016,1.800993593175e-07,1.8213314445793805
1461715200,4/27/2016,1.7691789154347e-07,1.7814508952450723
1461801600,4/28/2016,1.690031070661e-07,1.7560919107809603
1461888000,4/29/2016,1.6933418944432002e-07,1.601276015045617
1461974400,4/30/2016,2.0829458385385002e-07,1.5941963678546323
1462060800,5/1/2016,2.1089438260836002e-07,1.5956316494460145
1462147200,5/2/2016,2.380623665468e-07,1.6580728104069389
1462233600,5/3/2016,2.2765576377768e-07,1.6639853581455903
1462320000,5/4/2016,2.2333486568887005e-07,1.663003651554778
1462406400,5/5/2016,2.3783225635103e-07,1.6587464764234745
1462492800,5/6/2016,2.1356230837086e-07,1.6757504053577217
1462579200,5/7/2016,2.1499883952840001e-07,1.637915842164702
1462665600,5/8/2016,2.200496568e-07,1.6403516342213051
1462752000,5/9/2016,2.1455588033196007e-07,1.6221520878775502
1462838400,5/10/2016,2.2153564331652002e-07,1.622775191059562
1462924800,5/11/2016,2.3556344398769007e-07,1.635176242353662
1463011200,5/12/2016,2.558411564267e-07,1.528419354475871
1463097600,5/13/2016,2.944250638167201e-07,1.5152974277210942
1463184000,5/14/2016,2.403489514779601e-07,1.6724359452078839
1463270400,5/15/2016,2.230513459559e-07,1.603627346650477
1463356800,5/16/2016,2.510510588808e-07,1.6481249019507884
1463443200,5/17/2016,2.8016775032694004e-07,1.642375241855089
1463529600,5/18/2016,3.122935268154e-07,1.6476960664363813
1463616000,5/19/2016,3.410867863399501e-07,1.6654768299491678
1463702400,5/20/2016,3.242690390333101e-07,1.6793544030078342
1463788800,5/21/2016,3.199127425915501e-07,1.6824960590919182
1463875200,5/22/2016,3.256228379629401e-07,1.6295085657311195
1463961600,5/23/2016,3.0999433313105e-07,1.6374942262852192
1464048000,5/24/2016,2.951917360667401e-07,1.6334242104838672
1464134400,5/25/2016,2.8968317298508e-07,1.606253772753744
1464220800,5/26/2016,2.7973722088919e-07,1.6099515240374995
1464307200,5/27/2016,2.6376059146965e-07,1.626626482019164
1464393600,5/28/2016,3.0919145143444e-07,1.688564198305697
1464480000,5/29/2016,2.9075379293932e-07,1.7115039978848512
1464566400,5/30/2016,2.888603816966401e-07,1.5709287750575114
1464652800,5/31/2016,3.1488098393805e-07,1.592784851412129
1464739200,6/1/2016,3.1376893809336e-07,1.5452289279485782
1464825600,6/2/2016,3.146182502561801e-07,1.5332166303223873
1464912000,6/3/2016,3.135618888779e-07,1.5303203462098947
1464998400,6/4/2016,3.082095761402601e-07,1.5218219406100524
1465084800,6/5/2016,3.134900071229e-07,1.462918922227083
1465171200,6/6/2016,3.241208627003601e-07,1.4644741269349628
1465257600,6/7/2016,3.420578720441301e-07,1.4708724672620823
1465344000,6/8/2016,3.3274043555244e-07,1.4716934684017386
1465430400,6/9/2016,3.2832691597314e-07,1.473453896234412
1465516800,6/10/2016,3.185736812918001e-07,1.4702972822211462
1465603200,6/11/2016,3.1347416025483e-07,1.4491871177556903
1465689600,6/12/2016,3.573494827583401e-07,1.4385278210183525
1465776000,6/13/2016,3.994246735479001e-07,1.2706240339848898
1465862400,6/14/2016,4.274180355467e-07,1.2380669042490913
1465948800,6/15/2016,4.1567034410820003e-07,1.198900255499459
1466035200,6/16/2016,4.7841367272156e-07,1.233331509705189
1466121600,6/17/2016,3.815507579955701e-07,1.4561083061252302
1466208000,6/18/2016,2.8222521485168e-07,1.780038989285786
1466294400,6/19/2016,2.8033703490177004e-07,1.7728763585693978
1466380800,6/20/2016,2.654857535616e-07,1.7811174583697467
1466467200,6/21/2016,3.186250226191001e-07,1.8978460175217278
1466553600,6/22/2016,3.040674284951101e-07,1.8970867825458935
1466640000,6/23/2016,3.071413856219801e-07,1.88933202674295
1466726400,6/24/2016,3.1886366010000005e-07,1.891973261866024
1466812800,6/25/2016,3.2127052520892e-07,1.8869913585922895
1466899200,6/26/2016,3.059909288659401e-07,1.883050369003514
1466985600,6/27/2016,3.1326537246264e-07,1.8011499416024928
1467072000,6/28/2016,2.7439818883695e-07,1.8482681963355057
1467158400,6/29/2016,2.9244111389944e-07,1.8622417751612488
1467244800,6/30/2016,2.783364898012e-07,1.8435688974139155
1467331200,7/1/2016,2.7662025131382005e-07,1.8435816436437373
1467417600,7/2/2016,2.6698418186944e-07,1.8465855904632544
1467504000,7/3/2016,2.658975205368e-07,1.8465769942405819
1467590400,7/4/2016,2.545365409272e-07,1.8509894438752121
1467676800,7/5/2016,2.381756504215e-07,1.8605829760576336
1467763200,7/6/2016,2.3517470906396e-07,1.8542637894390694
1467849600,7/7/2016,2.2520096502487e-07,1.8426307972832745
1467936000,7/8/2016,2.527607556319e-07,1.896058301079359
1468022400,7/9/2016,2.4474531544008e-07,1.8977250698956127
1468108800,7/10/2016,2.4459334577119005e-07,1.896532204649077
1468195200,7/11/2016,2.3810643180502e-07,1.8974245928564495
1468281600,7/12/2016,2.3652447749756e-07,1.8289560437132992
1468368000,7/13/2016,2.3079468461508e-07,1.7725490825602475
1468454400,7/14/2016,2.5785199427295004e-07,1.8049713404870633
1468540800,7/15/2016,2.6314676734896005e-07,1.809090524305804
1468627200,7/16/2016,2.6024076396847e-07,1.7198164346766713
1468713600,7/17/2016,2.5049830488024e-07,1.55343646179833
1468800000,7/18/2016,2.44803176429e-07,1.1581068406345387
1468886400,7/19/2016,2.5373607149423005e-07,1.1666751396445065
1468972800,7/20/2016,2.8281748719576e-07,1.2142983182014815
1469059200,7/21/2016,2.847996864001201e-07,1.0259342566865692
1469145600,7/22/2016,3.317979370914e-07,1.14923183309074
1469232000,7/23/2016,3.260749032288e-07,1.1510712543140489
1469318400,7/24/2016,2.9471904061752005e-07,1.1978588293945833
1469404800,7/25/2016,3.1908941831656e-07,1.2313332119374447
1469491200,7/26/2016,2.8752954434384e-07,1.2732656873228525
1469577600,7/27/2016,2.9866729788900004e-07,1.2779302843914564
1469664000,7/28/2016,3.132142961805e-07,1.1976291344275831
1469750400,7/29/2016,2.9539180858473e-07,1.1974022075104611
1469836800,7/30/2016,2.808336013701601e-07,1.1979877867627333
1469923200,7/31/2016,2.6746073137602e-07,1.2100460705185665
1470009600,8/1/2016,2.4906904604688e-07,1.229114242559965
1470096000,8/2/2016,1.8824187695130006e-07,1.5650129653447638
1470182400,8/3/2016,2.3619534140350002e-07,1.766672027600928
1470268800,8/4/2016,2.5137380521702005e-07,1.765085343204948
1470355200,8/5/2016,2.5094237107095004e-07,1.7643676948342941
1470441600,8/6/2016,2.437580321031e-07,1.7604297066130812
1470528000,8/7/2016,2.4313845316662e-07,1.7127271500000996
1470614400,8/8/2016,2.5107451151337e-07,1.7128066155674573
1470700800,8/9/2016,2.7959743949956004e-07,1.7527671200108075
1470787200,8/10/2016,2.791038484041601e-07,1.7493014243586664
1470873600,8/11/2016,2.6198246066592e-07,1.7652598072707373
1470960000,8/12/2016,2.755246135891401e-07,1.7696784019083476
1471046400,8/13/2016,2.556642252376e-07,1.7494753221571855
1471132800,8/14/2016,2.475170619552801e-07,1.7513200542391547
1471219200,8/15/2016,2.5096269523718e-07,1.751854879781672
1471305600,8/16/2016,2.4722913488339004e-07,1.7475641794489278
1471392000,8/17/2016,2.4177584349426e-07,1.7474532375623022
1471478400,8/18/2016,2.3986680963213e-07,1.7426864173989194
1471564800,8/19/2016,2.4646957069581e-07,1.700422208106007
1471651200,8/20/2016,2.4825251880816e-07,1.7004415351797044
1471737600,8/21/2016,2.5315570662034005e-07,1.606205580306
1471824000,8/22/2016,2.4712271264484004e-07,1.6068179349118108
1471910400,8/23/2016,2.474216654718001e-07,1.5724609771639277
1471996800,8/24/2016,2.4370585578312e-07,1.5422173285856247
1472083200,8/25/2016,2.45869323017e-07,1.5043595978058624
1472169600,8/26/2016,2.4840087738184e-07,1.4974211946167564
1472256000,8/27/2016,2.4712546250346e-07,1.4848643816996399
1472342400,8/28/2016,2.453773671844601e-07,1.473561765637756
1472428800,8/29/2016,2.464121313405e-07,1.4651696860275716
1472515200,8/30/2016,2.4627316983045e-07,1.456393177393043
1472601600,8/31/2016,2.5853488615185005e-07,1.4454025846853165
1472688000,9/1/2016,2.7289957386450004e-07,1.0401607810166016
1472774400,9/2/2016,2.6373957705560004e-07,0.7079556406837453
1472860800,9/3/2016,2.628343570383001e-07,0.6758684454705894
1472947200,9/4/2016,2.7076945542694004e-07,0.6828643315712657
1473033600,9/5/2016,2.6199870261875004e-07,0.6852534397955937
1473120000,9/6/2016,2.575352096811e-07,0.6884790488736511
1473206400,9/7/2016,2.5598613675476e-07,0.6802266648717376
1473292800,9/8/2016,2.5776488210545e-07,0.5612245482249607
1473379200,9/9/2016,2.573124217974001e-07,0.5612247620974646
1473465600,9/10/2016,2.713188313956501e-07,0.5496809504411313
1473552000,9/11/2016,2.703007753108801e-07,0.5203052076256176
1473638400,9/12/2016,2.757539803006001e-07,0.4506095424770907
1473724800,9/13/2016,2.6430186457472e-07,0.46161477303454085
1473811200,9/14/2016,2.615123617589701e-07,0.4617297475569816
1473897600,9/15/2016,2.6403935693564e-07,0.45872273049388335
1473984000,9/16/2016,2.7632459605842005e-07,0.47384335491050567
1474070400,9/17/2016,2.8674244269585e-07,0.4848624371827558
1474156800,9/18/2016,2.815262240198101e-07,0.48579901053848584
1474243200,9/19/2016,2.9040747470706e-07,0.4945587368435203
1474329600,9/20/2016,3.2552686635328e-07,0.6225747008574652
1474416000,9/21/2016,3.0013009217800005e-07,0.6884789397172347
1474502400,9/22/2016,2.883976315869e-07,0.7070990363266204
1474588800,9/23/2016,4.8791762743992e-07,1.9453855685677166
1474675200,9/24/2016,4.290238625272701e-07,2.015923598078358
1474761600,9/25/2016,5.043920765076001e-07,2.076496071968436
1474848000,9/26/2016,5.5669551327217e-07,2.0899294781705717
1474934400,9/27/2016,4.6967661200306e-07,2.197876372212439
1475020800,9/28/2016,4.130176342978001e-07,2.2590638662700697
1475107200,9/29/2016,4.019700058591201e-07,2.2635873081288005
1475193600,9/30/2016,3.947821915535601e-07,2.2635679166432783
1475280000,10/1/2016,3.679136138648301e-07,2.277543203641227
1475366400,10/2/2016,3.872985967437301e-07,2.276229496592466
1475452800,10/3/2016,3.8898901190815003e-07,2.2756916762907715
1475539200,10/4/2016,3.425832969768e-07,2.326373978389173
1475625600,10/5/2016,3.2993184396172005e-07,2.3274683138251318
1475712000,10/6/2016,3.0094119226314e-07,2.3520154212467514
1475798400,10/7/2016,2.9351979037136e-07,2.3540794938013554
1475884800,10/8/2016,2.8619759332008005e-07,2.35634883882926
1475971200,10/9/2016,2.929784420975401e-07,2.3572794612819488
1476057600,10/10/2016,2.7951555369138e-07,2.3571075869507716
1476144000,10/11/2016,2.8539614517600005e-07,2.358043023233391
1476230400,10/12/2016,3.0645662566376e-07,2.3697490454891175
1476316800,10/13/2016,8.955927608431e-07,4.409967757814839
1476403200,10/14/2016,5.651526836921e-07,4.7423476146206704
1476489600,10/15/2016,8.015786579871201e-07,4.874194051287165
1476576000,10/16/2016,7.737835595605501e-07,4.880566988794107
